category,name,model,contidition,price,stock
TRANSPORT,2011 DUOLIFT DL27,DL27,Used,"$ 3,750 USD",3063205
GRAIN CART,KILBROS 385,385,Used,"$ 3,750 USD",3012637
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 3,750 ",3059452
FIELD CULTIVATOR,WILRICH 2500,2500,Used,"$ 3,625 ",3068586
BALER,1999 HESSTON 550,550,Used,"$ 3,625 USD",2962592
FLEX HEAD,1987 CASE IH 1020,1020,Used,"$ 3,625 USD",2946866
FLEX HEAD,CASE IH 1020,1020,Used,"$ 3,562 USD",3011869
2WD &amp; MFWD TRACTOR,2009 KUBOTA GR2110,GR2110,Used,"$ 3,500 ",3059555
2WD &amp; MFWD TRACTOR,2008 KUBOTA GR2110,GR2110,Used,"$ 3,500 ",3059575
AUGER,2013 WESTFIELD 10X71,10X71,Used,"$ 3,500 USD",3029594
SKIDSTEER ATCH,2003 CATERPILLAR PC205,PC205,Used,"$ 3,500 USD",3062786
SPRAYER PULL-TYPE,HARDI MISC,MISC,Used,"$ 3,500 USD",3077063
CORNHEAD,CASE IH 1063,1063,Used,"$ 3,402 ",3068356
AUGER,1991 WESTFIELD 10X71,10X71,Used,"$ 3,125 USD",2862169
SNOW BLOWER,1997 ERSKINE 960,960,Used,"$ 3,125 USD",3074062
ROTARY MOWER,FRONTIER GM1072R,GM1072R,Used,"$ 3,125 ",3068387
TRANSPORT,2009 BRENT HT30,HT30,Used,"$ 3,125 USD",3069698
PICK-UP HEAD,2004 UNIVERSAL 22x37,22x37,Used,"$ 2,900 USD",2825554
ROTARY MOWER,LANDPRIDE 2584,2584,Used,"$ 2,900 USD",3025857
TRANSPORT,1994 V TRAILER HT30,HT30,Used,"$ 2,875 USD",3011751
GPS UNIT,2017 CASE IH PRO 700,PRO 700,Used,"$ 2,875 ",3059390
TRACTOR ATCH,2020 FRONTIER RT1165,RT1165,Used,"$ 2,600 USD",3050934
RIGID HEAD,1995 CASE IH 1010,1010,Used,"$ 2,500 USD",2851612
PICK-UP HEAD,1992 CASE IH 1015,1015,Used,"$ 2,470 USD",3016658
LOADER-AG,MILLER LOADERS PL2,PL2,Used,"$ 2,340 USD",2978355
SKIDSTEER ATCH,BOBCAT TRACKS,TRACKS,Used,"$ 2,217 ",3068920
SKIDSTEER ATCH,BOBCAT TRACKS,TRACKS,Used,"$ 2,217 ",3068921
SKIDSTEER ATCH,BOBCAT TRACKS,TRACKS,Used,"$ 2,217 ",3068922
TRACTOR ATCH,CASE IH ADAPTER,ADAPTER,Used,"$ 2,047 ",3059461
TRACTOR ATCH,CASE IH ADAPTER,ADAPTER,Used,"$ 2,047 ",3059459
TRACTOR ATCH,CASE IH ADAPTER,ADAPTER,Used,"$ 2,047 ",3059460
ROTARY MOWER,2015 LANDPRIDE FDR2572,FDR2572,Used,"$ 2,000 USD",3025603
MOWER CONDITIONER,HESSTON 1014,1014,Used,"$ 1,950 USD",2985818
SICKLE MOWER,KOSCH TM7,TM7,Used,"$ 1,950 USD",2985844
RAKE,VERMEER WR20,WR20,Used,"$ 1,950 USD",3013382
RIGID HEAD,1991 CASE IH 1010,1010,Used,"$ 1,900 USD",2825579
TIRES,2017 MISCELLANEOUS DUALS,DUALS,Used,"$ 1,900 USD",2826973
SKIDSTEER ATCH,BOBCAT TRACKS,TRACKS,Used,"$ 1,774 ",3068923
BLADE,LEO 8,8,Used,"$ 1,750 USD",2935320
FORAGE WAGON,KASTEN 20,20,Used,"$ 1,695 USD",3002158
TIRES,GOODYEAR TIRES,TIRES,Used,"$ 1,600 USD",2827422
TRACTOR ATCH,2020 FRONTIER LP1160,LP1160,Used,"$ 1,400 USD",3050937
TRANSPORT,2000 SSR 30,30,Used,"$ 1,400 USD",3072111
BALER,JOHN DEERE 100,100,Used,"$ 1,190 USD",3009236
TRANSPORT,HOMEMADE UKN,UKN,Used,"$ 1,000 USD",3087614
LDR ATCH,2019 MDS BUCKET,BUCKET,Used,$ 900 USD,2825666
RAKE,SITREX RP5,RP5,Used,$ 840 ,3068488
BLADE,2015 FRONTIER 5084,5084,Used,$ 770 ,3068388
BLADE,MISCELLANEOUS 6,6,Used,$ 600 USD,2970560
TIRES,GRASSHOPPER LUG TIRES,LUG TIRES,Used,$ 250 USD,2827416
TIRES,GRASSHOPPER TURF TIRES,TURF TIRES,Used,$ 250 USD,2827415
4WD TRACTOR,2021 CASE IH 620 QUAD TRAC,620 QUAD TRAC,Used,"$ 540,600 USD",3079575
4WD TRACTOR,2021 CASE IH 620,620,Used,"$ 530,000 ",3087530
4WD TRACTOR,2021 CASE IH 620 QUAD TRAC,620 QUAD TRAC,Used,"$ 503,500 USD",3062513
4WD TRACTOR,2021 NEW HOLLAND T9700,T9700,Used,"$ 466,400 USD",3005040
4WD TRACTOR,2021 NEW HOLLAND T9700,T9700,Used,"$ 466,400 USD",3005037
4WD TRACTOR,2020 CASE IH 580 QUAD TRAC,580 QUAD TRAC,Used,"$ 450,500 USD",3077492
COMBINE,2021 CASE IH 9250,9250,Used,"$ 450,000 USD",3076218
COMBINE,2021 CASE IH 7250,7250,Used,"$ 446,000 USD",3077487
COMBINE,2021 CASE IH 9250,9250,Used,"$ 442,000 USD",3076216
4WD TRACTOR,2022 CASE IH 500,500,Used,"$ 439,900 USD",3070928
SPRAYER- SELF PROPELLED,2021 CASE IH 4440,4440,Used,"$ 429,300 USD",3087941
4WD TRACTOR,2021 CASE IH 580,580,Used,"$ 424,000 USD",2958543
COMBINE,2021 CASE IH 8250,8250,Used,"$ 419,000 USD",3076219
COMBINE,2020 CASE IH 8250,8250,Used,"$ 415,181 ",3085812
COMBINE,2019 CASE IH 8250,8250,Used,"$ 413,400 USD",3075786
COMBINE,2021 CASE IH 7250,7250,Used,"$ 410,220 USD",3083567
SPRAYER- SELF PROPELLED,2021 CASE IH 4440,4440,Used,"$ 397,500 USD",3085568
4WD TRACTOR,2021 CASE IH 540,540,Used,"$ 397,500 USD",2990359
4WD TRACTOR,2018 CASE IH 620 QUAD TRAC,620 QUAD TRAC,Used,"$ 397,500 USD",2869191
PLANTER,2021 CASE IH 2160,2160,Used,"$ 392,200 USD",3052442
PLANTER,2021 CASE IH 2160,2160,Used,"$ 392,200 USD",3086424
PLANTER,2021 CASE IH 2160,2160,Used,"$ 392,200 USD",3052443
COMBINE,2019 CASE IH 8250,8250,Used,"$ 390,663 ",3088188
COMBINE,2020 NEW HOLLAND CR890,CR890,Used,"$ 386,900 USD",3068696
COMBINE,2021 CASE IH 8250,8250,Used,"$ 385,840 ",3081800
COMBINE,CASE IH 7250,7250,Used,"$ 385,640 ",3068329
4WD TRACTOR,2020 CASE IH 580,580,Used,"$ 384,900 USD",3083480
4WD TRACTOR,2021 CASE IH 540,540,Used,"$ 380,540 USD",2990361
4WD TRACTOR,2021 CASE IH 420,420,Used,"$ 376,300 USD",2958542
4WD TRACTOR,2018 CASE IH 620,620,Used,"$ 374,710 USD",2689088
COMBINE,2021 CASE IH 8250,8250,Used,"$ 365,700 ",3086609
COMBINE,2019 CASE IH 7250,7250,Used,"$ 365,700 USD",3082008
2WD &amp; MFWD TRACTOR,2020 CASE IH 380 MAGNUM TRACK,380 MAGNUM TRACK,Used,"$ 357,750 USD",3070592
COMBINE,2021 CASE IH 8250,8250,Used,"$ 349,270 ",3086642
COMBINE,2021 CASE IH 8250,8250,Used,"$ 348,210 ",3086666
COMBINE,2018 JOHN DEERE S780,S780,Used,"$ 344,900 USD",3072305
4WD TRACTOR,2016 CASE IH 620 QUAD TRAC,620 QUAD TRAC,Used,"$ 339,500 USD",3068610
2WD &amp; MFWD TRACTOR,2021 CASE IH 340,340,Used,"$ 339,200 ",3068351
2WD &amp; MFWD TRACTOR,2019 CASE IH 380 MAGNUM TRACK,380 MAGNUM TRACK,Used,"$ 337,610 USD",2987937
COMBINE,2020 CASE IH 8250,8250,Used,"$ 337,080 USD",3023121
COMBINE,2020 CASE IH 8250,8250,Used,"$ 336,000 USD",2952309
4WD TRACTOR,2019 CASE IH 420,420,Used,"$ 334,960 USD",2987935
2WD &amp; MFWD TRACTOR,2019 CASE IH 380 MAGNUM TRACK,380 MAGNUM TRACK,Used,"$ 334,900 USD",3087970
2WD &amp; MFWD TRACTOR,2021 CASE IH 340,340,Used,"$ 333,900 ",3083485
COMBINE,2019 CASE IH 7250,7250,Used,"$ 333,900 USD",3073694
SPRAYER- SELF PROPELLED,2019 CASE IH 4440,4440,Used,"$ 329,660 USD",3080105
COMBINE,2019 CASE IH 8250,8250,Used,"$ 328,600 USD",3062949
COMBINE,2019 CASE IH 7250,7250,Used,"$ 325,950 USD",3064960
2WD &amp; MFWD TRACTOR,2019 CASE IH 380 MAGNUM TRACK,380 MAGNUM TRACK,Used,"$ 322,000 USD",3051605
COMBINE,2019 CASE IH 8250,8250,Used,"$ 314,820 USD",3066817
COMBINE,2018 CASE IH 8240,8240,Used,"$ 298,000 ",3083585
4WD TRACTOR,2016 CASE IH 620 QUAD TRAC,620 QUAD TRAC,Used,"$ 295,900 USD",3083386
4WD TRACTOR,2017 JOHN DEERE 9520R,9520R,Used,"$ 289,500 USD",2966911
2WD &amp; MFWD TRACTOR,2020 CASE IH 250 CVT,250 CVT,Used,"$ 275,000 USD",3077515
COMBINE,2018 CASE IH 8240,8240,Used,"$ 269,500 USD",3066833
2WD &amp; MFWD TRACTOR,2019 CASE IH 340,340,Used,"$ 269,240 ",3068352
2WD &amp; MFWD TRACTOR,2019 CASE IH 340,340,Used,"$ 269,240 ",3082059
COMBINE,2017 CASE IH 7240,7240,Used,"$ 269,000 USD",2872583
4WD TRACTOR,2014 CASE IH 600,600,Used,"$ 265,000 USD",2986298
2WD &amp; MFWD TRACTOR,2020 CASE IH 280,280,Used,"$ 262,900 USD",3083481
COMBINE,2018 NEW HOLLAND CR890,CR890,Used,"$ 262,880 USD",3075134
PLANTER,2020 CASE IH 2150,2150,Used,"$ 256,520 ",3083455
2WD &amp; MFWD TRACTOR,2019 CASE IH 280,280,Used,"$ 252,280 ",3088016
COMBINE,2019 CASE IH 5150,5150,Used,"$ 249,683 ",3087998
4WD TRACTOR,2014 CASE IH 420 ROW TRAC,420 ROW TRAC,Used,"$ 245,000 USD",3073368
COMBINE,2017 CASE IH 7240,7240,Used,"$ 245,000 USD",3070624
4WD TRACTOR,2013 CASE IH 550 QUAD,550 QUAD,Used,"$ 243,800 USD",3088147
PLANTER,2020 CASE IH 2150,2150,Used,"$ 234,900 USD",3083482
COMBINE,2016 CASE IH 8240,8240,Used,"$ 233,200 USD",2755346
2WD &amp; MFWD TRACTOR,2018 CASE IH 310C,310C,Used,"$ 230,000 USD",3080595
COMBINE,2017 CASE IH 7240,7240,Used,"$ 229,500 USD",3086391
4WD TRACTOR,2012 CASE IH STX550,STX550,Used,"$ 227,900 ",3087453
2WD &amp; MFWD TRACTOR,2017 CASE IH 340,340,Used,"$ 224,900 USD",3080928
PLANTER,CASE IH 2150,2150,Used,"$ 220,480 USD",2977558
2WD &amp; MFWD TRACTOR,2019 CASE IH 280C,280C,Used,"$ 210,964 USD",3081453
COMBINE,2015 CASE IH 8240,8240,Used,"$ 209,900 USD",3062131
COMBINE,2018 CASE IH 8240,8240,Used,"$ 209,880 USD",2582303
4WD TRACTOR,2012 CASE IH 450 QUAD,450 QUAD,Used,"$ 205,000 USD",2434607
4WD TRACTOR,2013 CASE IH STX450,STX450,Used,"$ 203,520 USD",3079814
2WD &amp; MFWD TRACTOR,2018 NEW HOLLAND T8410,T8410,Used,"$ 201,400 USD",3010161
SPRAYER- SELF PROPELLED,2014 NEW HOLLAND 365,365,Used,"$ 200,340 USD",3083418
4WD TRACTOR,2011 CASE IH STX600Q,STX600Q,Used,"$ 199,500 USD",5844107
SPRAYER- SELF PROPELLED,2012 JOHN DEERE 4940,4940,Used,"$ 189,900 USD",3082698
SPRAYER- SELF PROPELLED,2014 CASE IH 4440,4440,Used,"$ 189,740 USD",3081170
COMBINE,2014 CASE IH 6140,6140,Used,"$ 185,500 USD",3072154
PLANTER,2021 CASE IH 2130,2130,Used,"$ 185,500 USD",3080562
4WD TRACTOR,2013 CASE IH 500,500,Used,"$ 184,440 USD",3070403
4WD TRACTOR,2012 CASE IH 500,500,Used,"$ 184,350 ",3068359
COMBINE,2016 CASE IH 6140,6140,Used,"$ 181,260 USD",3086249
AIR DRILL,2013 JOHN DEERE 1890,1890,Used,"$ 180,200 USD",2978234
4WD TRACTOR,2011 CASE IH 450,450,Used,"$ 180,000 USD",3077926
SPRAYER- SELF PROPELLED,2013 NEW HOLLAND 365,365,Used,"$ 178,080 USD",3082595
2WD &amp; MFWD TRACTOR,2017 CASE IH 250,250,Used,"$ 169,900 USD",3069950
COMBINE,2013 CASE IH 8230,8230,Used,"$ 169,600 USD",2852999
CORNHEAD,2021 GERINGHOFF HORIZON 1622,HORIZON 1622,Used,"$ 162,900 USD",3067836
CORNHEAD,2021 GERINGHOFF HORIZON 1622,HORIZON 1622,Used,"$ 162,900 USD",3067835
COMBINE,2012 CASE IH 7230,7230,Used,"$ 159,500 USD",3062398
COMBINE,2014 CASE IH 6140,6140,Used,"$ 159,500 USD",3062912
AIR DRILL,2013 JOHN DEERE 1890,1890,Used,"$ 159,000 USD",2907524
SPRAYER- SELF PROPELLED,2014 CASE IH 3330,3330,Used,"$ 159,000 USD",3046317
AIR DRILL,2013 JOHN DEERE 1890,1890,Used,"$ 159,000 USD",2978564
2WD &amp; MFWD TRACTOR,2018 CASE IH PUMA 185,PUMA 185,Used,"$ 155,900 USD",3075373
4WD TRACTOR,2011 JOHN DEERE 9330,9330,Used,"$ 153,700 USD",3034530
4WD TRACTOR,2011 CASE IH 350,350,Used,"$ 149,900 USD",3050805
2WD &amp; MFWD TRACTOR,2012 CASE IH 340,340,Used,"$ 149,500 USD",2686195
SPRAYER- SELF PROPELLED,2013 JOHN DEERE 4830,4830,Used,"$ 148,400 USD",3061139
TRUCK,2012 VACTOR 2100,2100,Used,"$ 145,540 USD",3086782
COMBINE,2012 CASE IH 6130,6130,Used,"$ 145,000 USD",3060246
4WD TRACTOR,2006 CATERPILLAR MT865B,MT865B,Used,"$ 144,160 USD",3077371
2WD &amp; MFWD TRACTOR,2018 CASE IH PUMA 165C,PUMA 165C,Used,"$ 143,100 USD",3020571
COMBINE,2012 CASE IH 7230,7230,Used,"$ 139,920 USD",3085723
COMBINE,2015 CASE IH 8240,8240,Used,"$ 139,900 USD",3070031
COMBINE,2013 CASE IH 8230,8230,Used,"$ 139,500 USD",3058701
AIR DRILL,2013 CASE IH PD500,PD500,Used,"$ 139,500 USD",3074915
2WD &amp; MFWD TRACTOR,2019 CASE IH PUMA 150 FPS,PUMA 150 FPS,Used,"$ 138,000 USD",3082550
COMBINE,2013 CASE IH 7230,7230,Used,"$ 135,000 USD",3064602
COMBINE,2013 CASE IH 7130,7130,Used,"$ 135,000 USD",3081624
2WD &amp; MFWD TRACTOR,2017 CASE IH PUMA 165,PUMA 165,Used,"$ 131,500 USD",3027235
COMBINE,2011 CASE IH 7120,7120,Used,"$ 129,500 USD",3077374
COMBINE,2013 CASE IH 6130,6130,Used,"$ 128,000 USD",3052514
COMBINE,2014 CASE IH 8230,8230,Used,"$ 127,200 USD",3081524
COMBINE,2013 CASE IH 8230,8230,Used,"$ 127,200 USD",3088145
4WD TRACTOR,2010 NEW HOLLAND T9040,T9040,Used,"$ 127,000 USD",2996355
2WD &amp; MFWD TRACTOR,2019 JOHN DEERE 6155M,6155M,Used,"$ 124,992 USD",2940477
COMBINE,2013 CASE IH 7230,7230,Used,"$ 124,600 USD",3009259
COMBINE,2012 JOHN DEERE S680,S680,Used,"$ 124,550 USD",3070559
2WD &amp; MFWD TRACTOR,2018 JOHN DEERE 6155M,6155M,Used,"$ 124,250 USD",2940474
COMBINE,2013 CASE IH 8230,8230,Used,"$ 124,020 USD",3027019
2WD &amp; MFWD TRACTOR,2019 JOHN DEERE 6175M,6175M,Used,"$ 121,900 USD",3076035
COMBINE,2013 CASE IH 8230,8230,Used,"$ 119,500 USD",3085804
COMBINE,2013 CASE IH 8230,8230,Used,"$ 119,409 USD",3075262
COMBINE,2013 CASE IH 7230,7230,Used,"$ 119,000 USD",3062884
2WD &amp; MFWD TRACTOR,2008 CASE IH 245,245,Used,"$ 118,900 USD",9668030
2WD &amp; MFWD TRACTOR,2016 NEW HOLLAND T7230,T7230,Used,"$ 117,660 USD",3073651
PLANTER,2015 KINZE 4900,4900,Used,"$ 112,360 USD",2977364
2WD &amp; MFWD TRACTOR,2019 JOHN DEERE 6155M,6155M,Used,"$ 111,995 USD",2940480
2WD &amp; MFWD TRACTOR,2014 CASE IH 220,220,Used,"$ 111,830 ",3086261
COMBINE,2012 NEW HOLLAND CR9090,CR9090,Used,"$ 111,300 USD",3059921
COMBINE,2011 CASE IH 7088,7088,Used,"$ 108,000 USD",3082809
COMBINE,2011 CASE IH 7120,7120,Used,"$ 107,000 ",3080324
PLANTER,CASE IH 1255,1255,Used,"$ 105,930 USD",3062800
SPRAYER- SELF PROPELLED,2014 CASE IH SPX4430,SPX4430,Used,"$ 105,000 USD",3071849
DRAPER HEAD,2021 MACDON FD145,FD145,Used,"$ 104,500 USD",3076010
DRAPER HEAD,2021 MACDON FD145,FD145,Used,"$ 104,500 USD",3076014
2WD &amp; MFWD TRACTOR,2011 CASE IH 225C,225C,Used,"$ 103,500 USD",3079140
PLANTER,JOHN DEERE DB80,DB80,Used,"$ 101,650 USD",2977405
2WD &amp; MFWD TRACTOR,2013 CASE IH 190C,190C,Used,"$ 101,500 USD",3079139
2WD &amp; MFWD TRACTOR,2011 CASE IH MX245,MX245,Used,"$ 100,045 USD",3086683
2WD &amp; MFWD TRACTOR,2015 CASE IH MAX125,MAX125,Used,"$ 99,938 USD",3076424
2WD &amp; MFWD TRACTOR,2011 CASE IH 125,125,Used,"$ 98,868 USD",2111675
DRAPER HEAD,2021 MACDON FD140,FD140,Used,"$ 98,500 USD",3076016
COMBINE,2011 CASE IH 7088,7088,Used,"$ 98,000 USD",3083327
COMBINE,2011 CASE IH 7088,7088,Used,"$ 97,900 USD",3053143
CORNHEAD,2018 CASE IH 4412,4412,Used,"$ 97,370 USD",2840162
COMBINE,2011 CASE IH AF6088,AF6088,Used,"$ 96,300 USD",3065654
PLANTER,2013 CASE IH 1255,1255,Used,"$ 96,300 ",3083532
DRAPER HEAD,2021 MACDON FD140,FD140,Used,"$ 96,000 USD",3076015
COMBINE,2011 CASE IH 7088,7088,Used,"$ 95,000 USD",3058798
COMBINE,2012 CASE IH AF5088,AF5088,Used,"$ 92,000 USD",3061289
GRAIN CART,2014 BRENT 1396,1396,Used,"$ 92,000 USD",3069686
4WD TRACTOR,2002 JOHN DEERE 9520,9520,Used,"$ 90,950 USD",3035317
DRAPER HEAD,2019 MACDON FD145,FD145,Used,"$ 89,987 USD",3003859
DRAPER HEAD,2019 MACDON FD145,FD145,Used,"$ 89,987 USD",3003860
DRAPER HEAD,2019 MACDON FD145,FD145,Used,"$ 89,987 USD",3003858
DISK,2019 KWIK TILL HSD4000,HSD4000,Used,"$ 89,987 USD",3076258
COMBINE,2010 CASE IH 7120,7120,Used,"$ 88,500 USD",3076254
AIR DRILL,2010 AMITY SD60,SD60,Used,"$ 87,740 USD",3087824
COMBINE,2010 NEW HOLLAND CR9090,CR9090,Used,"$ 87,740 USD",3064474
DRAPER HEAD,2019 MACDON FD140,FD140,Used,"$ 87,500 USD",2952313
GRAIN CART,2014 BRENT 1196,1196,Used,"$ 87,000 USD",2727902
CORNHEAD,2019 CASE IH 4412,4412,Used,"$ 87,000 USD",3079082
PLANTER,2009 JOHN DEERE 1770,1770,Used,"$ 86,670 USD",3086153
COMBINE,2012 CASE IH 8120,8120,Used,"$ 85,600 USD",3020759
CORNHEAD,2019 CASE IH 4412,4412,Used,"$ 85,065 USD",3031460
CORNHEAD,2019 CASE IH 4412,4412,Used,"$ 85,065 USD",3031458
CORNHEAD,2019 CASE IH 4412,4412,Used,"$ 85,065 USD",3031459
CORNHEAD,2016 GERINGHOFF 1230,1230,Used,"$ 84,958 USD",3062971
DISK,2020 TATU 70010,70010,Used,"$ 81,320 USD",3051872
2WD &amp; MFWD TRACTOR,2007 NEW HOLLAND T7030,T7030,Used,"$ 80,460 USD",3079445
COMBINE,2010 CASE IH 7010,7010,Used,"$ 79,900 USD",2979065
COMBINE,2010 CASE IH AF7120,AF7120,Used,"$ 78,840 USD",3067170
2WD &amp; MFWD TRACTOR,2011 CASE IH PUMA 140,PUMA 140,Used,"$ 78,840 USD",3077436
2WD &amp; MFWD TRACTOR,2014 CASE IH FARMALL 115U,FARMALL 115U,Used,"$ 77,000 USD",3076707
SKIDSTEER-TRACK,2021 BOBCAT T770,T770,Used,"$ 76,700 USD",3076762
2WD &amp; MFWD TRACTOR,2007 CASE IH MX275,MX275,Used,"$ 75,900 USD",6300311
CORNHEAD,2017 CASE IH 4412,4412,Used,"$ 75,600 USD",3034165
2WD &amp; MFWD TRACTOR,2014 CASE IH PUMA 130,PUMA 130,Used,"$ 75,492 USD",3073672
2WD &amp; MFWD TRACTOR,2005 JOHN DEERE 7420,7420,Used,"$ 74,500 USD",2800001
2WD &amp; MFWD TRACTOR,2007 NEW HOLLAND T7040,T7040,Used,"$ 72,900 USD",3085119
COMBINE,2008 CASE IH 2588,2588,Used,"$ 72,500 USD",3023102
2WD &amp; MFWD TRACTOR,2011 CASE IH PUMA 170,PUMA 170,Used,"$ 71,500 USD",2899435
COMBINE,2008 CASE IH 8010,8010,Used,"$ 69,900 USD",3069219
COMBINE,2013 CASE IH 8230,8230,Used,"$ 69,900 USD",2641047
4WD TRACTOR,2003 CATERPILLAR MT765,MT765,Used,"$ 69,760 USD",2980992
TRUCK,2006 CATERPILLAR 740,740,Used,"$ 68,670 USD",3074760
COMBINE,2008 CASE IH 7010,7010,Used,"$ 68,125 USD",3005298
SKIDSTEER-TRACK,2019 CASE TV450,TV450,Used,"$ 67,000 USD",3077465
COMBINE,2007 CASE IH 7010,7010,Used,"$ 66,910 ",3087463
2WD &amp; MFWD TRACTOR,2012 CASE IH 225C,225C,Used,"$ 66,490 USD",3077962
COMBINE,2007 CASE IH 2588,2588,Used,"$ 65,500 USD",3085576
MOWER CONDITIONER,CASE IH 2303,2303,Used,"$ 65,400 USD",3006049
PLANTER,2008 CASE IH 1250,1250,Used,"$ 65,400 ",3080049
COMBINE,2009 CASE IH AF7120,AF7120,Used,"$ 65,400 USD",3083375
PLANTER,2011 CASE IH 1240,1240,Used,"$ 65,400 ",3083551
DRAPER HEAD,2017 MACDON FD75,FD75,Used,"$ 65,400 USD",3084898
2WD &amp; MFWD TRACTOR,2007 CASE IH MXU125,MXU125,Used,"$ 65,291 USD",3070719
2WD &amp; MFWD TRACTOR,2019 CASE IH FARMALL 120C,FARMALL 120C,Used,"$ 65,000 USD",3073253
2WD &amp; MFWD TRACTOR,2019 CASE IH FARMALL 75C,FARMALL 75C,Used,"$ 65,000 USD",3071486
PLANTER,2012 CASE IH 1250,1250,Used,"$ 64,409 ",3086259
DISK,2016 HORSCH ANDERSON RT35,RT35,Used,"$ 63,765 USD",2939382
SKIDSTEER-TRACK,BOBCAT T770,T770,Used,"$ 63,220 ",3069149
2WD &amp; MFWD TRACTOR,2006 MCCORMICK MTX135,MTX135,Used,"$ 63,000 USD",3073031
2WD &amp; MFWD TRACTOR,2017 CASE IH FARMALL 110A,FARMALL 110A,Used,"$ 62,675 USD",3082447
2WD &amp; MFWD TRACTOR,2020 CASE IH FARMALL 75,FARMALL 75,Used,"$ 62,358 USD",3061286
PLANTER,JOHN DEERE 1770NT,1770NT,Used,"$ 62,130 USD",3073211
LANDROLLER-AG,2015 RITE WAY F568,F568,Used,"$ 62,130 USD",3023402
PLANTER,JOHN DEERE 1770,1770,Used,"$ 60,500 USD",2980332
COMBINE,2008 CASE IH 8010,8010,Used,"$ 59,950 USD",3059021
COMBINE,2008 CASE IH 7010,7010,Used,"$ 59,500 USD",3073282
SKIDSTEER-TRACK,2019 CASE TV450,TV450,Used,"$ 59,400 USD",3076312
2WD &amp; MFWD TRACTOR,1999 CASE IH MX220,MX220,Used,"$ 58,300 USD",1504673
PLANTER,2009 WHITE 8824,8824,Used,"$ 58,300 USD",3026122
PLANTER,CASE IH 1250,1250,Used,"$ 58,300 USD",2982333
BOX DRILL GRAIN DRILL,2013 SUNFLOWER 9434,9434,Used,"$ 58,300 USD",2992426
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 57,750 USD",3046064
BOX DRILL GRAIN DRILL,2015 GREAT PLAINS 3010,3010,Used,"$ 57,500 USD",3027239
2WD &amp; MFWD TRACTOR,2018 CASE IH FARMALL 75C,FARMALL 75C,Used,"$ 57,500 USD",3070650
DRAPER HEAD,2019 NEW HOLLAND 880CF,880CF,Used,"$ 57,200 USD",3029681
COMBINE,2008 CASE IH AFX8010,AFX8010,Used,"$ 57,200 USD",3060816
DRAPER HEAD,2015 MACDON FD75,FD75,Used,"$ 57,200 USD",3016236
2WD &amp; MFWD TRACTOR,2012 CASE IH PUMA 170,PUMA 170,Used,"$ 56,650 USD",2972564
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 56,100 USD",3016230
4WD TRACTOR,1996 CASE IH 9380,9380,Used,"$ 55,550 USD",8780878
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 55,000 USD",2952312
DRAPER HEAD,2016 MACDON FD75,FD75,Used,"$ 55,000 USD",3084638
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 54,890 USD",3064455
SKIDSTEER-WHEEL,2021 BOBCAT S64,S64,Used,"$ 53,200 ",3088128
SKIDSTEER-WHEEL,2021 BOBCAT S64,S64,Used,"$ 53,200 ",3088125
4WD TRACTOR,1994 NEW HOLLAND 9480,9480,Used,"$ 52,800 USD",2548335
DRAPER HEAD,2015 MACDON FD75,FD75,Used,"$ 52,800 USD",3074906
SKIDSTEER-TRACK,2019 BOBCAT T595,T595,Used,"$ 52,286 USD",3082630
CORNHEAD,2015 DRAGO 1230,1230,Used,"$ 51,700 USD",3083069
4WD TRACTOR,2005 CHALLENGER MT635B,MT635B,Used,"$ 51,700 USD",3070030
FIELD CULTIVATOR,2012 CASE IH TM200,TM200,Used,"$ 50,600 ",3080214
SKIDSTEER-WHEEL,2021 CASE SR240B,SR240B,Used,"$ 50,600 USD",3031114
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 50,600 USD",3046058
COMBINE,2006 CASE IH 2388,2388,Used,"$ 50,000 USD",3085188
4WD TRACTOR,1996 CASE IH 9370,9370,Used,"$ 49,990 USD",3069164
VERTICAL TILLAGE,2014 SALFORD i4100,i4100,Used,"$ 49,950 USD",2962886
DRAPER HEAD,2012 CASE IH 2162,2162,Used,"$ 49,950 ",3088132
RIPPER,2013 CASE IH 870,870,Used,"$ 49,950 USD",3061509
DRAPER HEAD,2014 MACDON FD75,FD75,Used,"$ 49,950 USD",3025866
4WD TRACTOR,1996 JOHN DEERE 8770,8770,Used,"$ 49,950 USD",3071059
COMBINE,2007 CASE IH AFX8010,AFX8010,Used,"$ 49,950 USD",3070125
VERTICAL TILLAGE,2011 SALFORD 570,570,Used,"$ 49,950 USD",2142776
DRAPER HEAD,2013 MACDON FD75,FD75,Used,"$ 49,950 USD",3061636
FIELD CULTIVATOR,2012 CASE IH T200,T200,Used,"$ 49,900 USD",3083302
2WD &amp; MFWD TRACTOR,1993 JOHN DEERE 7800,7800,Used,"$ 49,500 USD",3072592
DRAPER HEAD,2017 CASE IH 3162,3162,Used,"$ 49,000 USD",3027678
VERTICAL TILLAGE,2012 SALFORD 570,570,Used,"$ 48,900 USD",3086247
